name,birth_date,death_date
Renaud Connen,1980-03-21,None
Charles Drake (American football),1981-09-25,2012-07-06
Grégory Lacombe,1982-01-11,None
Eileen Wilks,1952-11-03,None
Abderraouf Zarabi,1979-03-26,None
Pablita Velarde,1918-09-19,2006-01-12
Gidi Gov,1950-08-04,None
Sean Elsbernd,1976-02-07,None
Bill Kaiserman,1942-09-08,2020-01-20
Corwin Brown,1970-04-25,None
John MacLean Rolls,1870-04-25,1916-10-31
Laura Harring,1964-03-03,None
Wasswa Serwanga,1976-07-23,None
James McShane,1833-11-07,1918-12-14
Charles H Cowles,1875-07-16,1957-10-02
Kevin Stallings,1960-10-01,None
Justin King (American football),1987-05-11,None
Moin Akhter معین اختر,1950-12-24,2011-04-22
Ted Wass,1952-10-27,None
Maurice Leitch,1933-07-05,None
Anne V Coates,1925-12-12,2018-05-08
Darrin Henson,1968-05-05,None
Jeff Shaw,1949-10-10,2010-05-11
Russell Warren (architect),1783-11-09,1860-11-09
Gerald C. Thomas,1894-10-29,1984-04-07
Gabriel Gonzaga,1979-05-18,None
Diana Miller,1902-03-18,1927-12-18
Esther Liu,1988-08-08,None
Joanne Tseng,1988-11-17,None
Obi Metzger,1987-09-19,None
Cathy Reed Chris Reed,1987-06-05,None
Saba Saba,1977-08-05,None
Chris Reed (figure skater),1989-07-07,2020-03-14
Ronald Chetwynd Hayes,1919-05-30,2001-03-20
Charles Stimson,1963-06-13,None
Dimitar Rangelov,1983-02-09,None
Logi Valgarðsson,1988-09-27,None
Yacine Abdessadki,1981-01-01,None
Pascal Johansen,1979-04-28,None
Joel Beck,1943-05-07,1999-09-14
Arkansas State Red Wolves football Arkansas State Indians,1923-07-06,1992-11-01
Floyd Verne Hicks,1915-05-29,1992-12-01
Wilhelm Siegmund Frei,1885-09-05,1943-01-27
Léonie Gilmour,1873-06-17,1933-12-31
Howard Thompson,1919-10-25,2002-03-10
George Westmore,1879-06-27,1931-07-12
Monte Westmore,1902-07-22,1940-03-30
Perc Westmore,1904-10-29,1970-09-30
Maria Theresa of Naples,1772-06-06,1807-04-13
Bob Mollohan,1909-09-18,1999-08-03
Horst Zuse,1945-11-17,None
Neil Breslin,1942-06-09,None
Kenny Baker,1926-06-26,2011-07-08
Tim Irwin,1958-12-13,None
Craig Yeast,1976-11-20,None
Judith Pomarlen Vladeck,1923-08-01,2007-01-08
William Ecker,1924-04-06,2009-11-05
Lowell K Bridwell,1924-06-14,1986-11-21
Machel Montano,1974-11-24,None
Tatsuo Nagai,1904-05-20,1990-10-12
Bobby Breen,1927-11-04,2016-09-19
William Cowie,1831-01-08,1902-06-26
Itaru Hinoue,2020-03-01,None
Fernando Morena,1952-02-02,None
Jorge Barrios,1961-01-24,None
Georgios Paraschos,1952-08-23,None
John Ortberg,1957-05-05,None
Jorge da Silva,1961-12-11,None
Sergio Santín,1956-08-06,None
Venancio Ramos,1959-06-20,None
Mario Saralegui,1959-04-24,None
Luigi Turci,1970-01-27,None
Celso Otero,1959-02-01,None
César Vega,1959-09-02,None
Piet Wildschut,1957-10-25,None
Harry Lubse,1951-09-23,None
Ratu Atut Chosiyah,1962-05-16,None
Roman Jakóbczak,1946-02-26,None
Akiko Kōmoto,2020-02-04,None
Kaye Abad Castillo,1982-05-17,None
Kohei Hirate,1986-03-24,None
Sir Christopher Clark,1960-03-14,None
Marilyn Farquhar,1928-07-11,2019-11-23
Vinicius Cantuária,1951-04-29,None
Pierre-Théodore Verhaegen,1796-09-05,1862-12-08
Marc Kroon,1973-04-02,None
Ahmad Adel,1984-01-07,None
Geraldo Francisco dos Santos,1962-06-11,None
Enrico Villanueva,1980-06-23,None
Margaret of England,1346-07-20,None
Harriet Doerr,1910-04-08,2002-11-24
John Bell (surgeon),1763-05-12,1820-04-15
Gonzalo Abán,1987-06-11,None
Jan van Deinsen,1953-06-19,None
Mark Webster,1983-08-12,None
Jason Gardiner,1971-11-06,None
Chang Wu yeh,1978-12-19,None
Papu Gómez,1988-02-15,None
Yang Sen (baseball),1981-03-25,None
Karen Barber,1961-06-21,None
Pim van de Meent,1937-11-20,None
Neil Orr,1959-05-13,None
Edward Copson,1901-08-21,None
Miguel Ángel Torrén,1988-08-12,None
Mick Grant,1944-07-10,None
Derek Parker,1926-06-23,None
Dan Hipkiss,1982-06-04,None
Stanley Houghton,1881-02-22,1913-12-11
The Honorable,1932-11-09,None
Oemar Said Tjokroaminoto,1882-08-16,1934-12-17
Rich Pilon,1968-04-30,None
Lee Yoo ri,1980-01-28,None
Taio Cruz,1980-04-23,None
Rudolf Kárpáti,1920-07-17,1999-02-01
Palash Sen,1965-09-23,None
Peter van Eyck,1911-07-16,1969-07-15
Emery J. San Souci,1857-07-24,1936-08-10
Sándor Wladár,1963-07-19,None
Ron Clark (baseball),1943-01-14,None
Mitsuo Nakamura,1911-02-05,1988-07-12
Natale Gonnella,1976-01-19,None
Marv Breeding,1934-03-08,2006-12-31
George Chalkley,1883-05-29,1963-01-07
Mike Espy (American football),1982-11-29,None
Trumaine Sykes,1982-11-22,None
Carl 3rd Prince of Leiningen,1804-09-12,1856-11-13
Steven Harris (wide receiver),1981-11-10,None
John Eubanks,1983-07-13,None
Lorenzo Alexander,1983-05-31,None
Thomas William Körner,1946-02-17,None
Éva Székely,1927-04-03,2020-02-29
Mario Matt,1979-04-09,None
Flavien Le Postollec,1984-02-19,None
Justin Williams,1984-05-12,None
Diane Jones Konihowski,1951-03-07,None
Ariel Cañete,1975-02-07,1975-02-07
John Marburger,1941-02-08,2011-07-28
Eddie Bovington,1941-04-23,None
Wang Dongxing,1916-01-09,2015-08-21
Jack Burkett,1942-08-21,None
Jon Beason,1985-01-14,None
Gustavo Neffa,1971-11-30,None
J Bob Traxler,1931-07-21,2019-10-30
Sharon Lee,1952-09-11,None
Robert Pinn,1843-03-01,1911-01-05
Edward Ratcliff,1835-02-08,1915-03-10
Cecil Martin,1975-07-08,None
Tore Stjerna,1976-08-18,None
Jim Doyle (baseball),1886-12-21,1912-02-01
Alfred Joseph Conway,1930-03-16,2012-08-03
Charles Veale,1838-11-09,None
Joe Kirkup,1939-12-17,None
Hu Qing,1986-01-19,None
Roy Johnson (pitcher),1895-10-01,1986-01-10
Han Soon-chul,1984-12-30,None
Cassie Hager,1984-01-17,None
George Andreasen,1934-02-16,1989-08-11
Aaron Anderson,1811-11-09,1886-01-09
Hugh Fisher,1955-10-01,None
Duncan McKenzie,1950-06-10,None
Christophe Grondin,1983-09-02,None
Edward Rowny,1917-04-03,2017-12-17
Felipe Caicedo,1988-09-05,None
Curtis Glencross,1982-12-28,None
Berik Imashev,1960-06-07,None
Enrique Fernández,1912-06-10,1985-10-06
Wilson Dallam Wallis,1886-03-07,1970-03-15
Alan D Lowry,1950-11-21,None
Andrew Jackson Smith (Medal of Honor),1843-09-03,1932-03-04
Ivan Ivanov,1988-02-25,None
Bruce Edwards,1923-07-15,1975-04-25
M B Etheredge,1915-06-07,2014-05-15
John Porter (horseman),1838-03-02,1922-02-21
Balla Moussa Keïta,1934-11-09,2001-03-06
Zmago Sagadin,1952-11-01,None
Fabio Zerpa,1928-12-04,2019-08-07
Jimmy Warnock,1912-11-09,None
Courtney Van Buren,1980-02-22,None
Cie Grant,1979-11-27,None
Brett Williams (offensive lineman),1980-05-02,None
John Christopher Miles,1905-10-30,2003-06-15
Albert Conti,1887-01-29,1967-01-18
Austin King,1981-04-11,None
Carlo Lodoli,1690-11-09,1761-10-27
Pavel Londak,1980-05-14,None
Miguel Ángel Virasoro,1900-04-09,1966-06-29
Karl Palatu,1982-12-05,None
Teddy Bunn,1909-05-07,1978-07-20
Susannah Martin,1621-11-09,1692-07-19
Adam Springfield,1982-11-02,None
Alwyn Morris,1957-11-22,None
Ralph Benjamin,1922-11-17,2019-05-07
Wolfgang Ostwald,1883-05-27,1943-11-22
Nappy Brown,1929-10-12,2008-09-20
Ron Burgess,1917-04-09,2005-02-14
Michael Gerzon,1945-12-04,1996-05-06
"Bryn Jones (footballer, born 1912)",1912-02-14,1985-10-18
Hennadiy AltmanГеннадій Альтман,1979-05-22,None
Betsy Lewin,1937-05-12,None
The Lord Lochee,1845-10-28,1911-09-13
Billy Thomas,1903-08-20,1991-11-30
Ross Thomas,1981-08-21,None
Doc Newton,1877-10-26,1931-05-14
George Latham,1881-01-01,1939-07-09
Phil Woosnam,1932-12-22,2013-07-19
Dashiell Eaves,1974-08-06,None
Peter Leibing,1941-11-09,2008-11-02
Henry Austin (architect),1804-12-04,1891-12-17
Éva Risztov,1985-08-30,None
Iván Villazón,1959-10-25,None
Ellen ten Damme,1967-10-07,None
Tseng Yi-cheng,1978-08-12,None
Tõnis Palts,1953-03-29,None
Darnell Autry,1976-06-19,None
Tommy Dixon,1929-06-08,2014-02-06
Mika Pohjola,1971-12-01,None
Simon Webster,1981-03-08,None
Stockar McDougle,1977-01-11,None
Hidetaka Nishiyama,1928-10-10,2008-11-07
Adam Nawałka,1957-10-23,None
Mary Robison,1949-01-14,None
Sergey Mavrin small lang ru Сергей Маврин,1963-02-28,None
Włodzimierz Mazur,1954-04-14,1988-12-01
James Jackson Storrow II,1864-11-09,1926-11-09
Jimmy Andrews,1927-02-01,2012-09-12
Zadock Pratt,1790-10-30,1871-04-05
Wojciech Rudy,1952-10-24,None
Mirosław Justek,1948-09-23,1998-01-24
Denard Span,1984-02-27,None
Lee Daniel Crocker,1963-07-03,None
Walter Hawkins,1949-05-18,2010-07-11
Mike Grice,1931-11-03,2002-08-09
Adolf Šimperský,1909-08-05,1964-02-15
Abdul Rahman Ghassemlou,1930-12-22,1989-07-13
Elvira García of Castile,0978-11-09,1017-11-09
Thomas Kierans,1913-02-13,2013-11-22
Christopher James Pile,1967-04-04,None
Pedro Agulto Tenorio,1941-08-08,None
Hervé Tum,1979-02-15,None
Per Hüttner,1967-02-11,None
Guillaume Lacour,1980-08-02,None
Andrew Airlie,1961-09-18,None
Arif Masood Naqvi,1960-07-13,None
Otto Crusius,1857-12-20,1918-12-29
Jeanette Loff,1906-10-09,1942-08-04
Józef Kossakowski,1771-08-16,1840-11-02
Jérémy Perbet,1984-12-12,None
Rodney Mott,1957-09-03,None
Jay Zeamer Jr.,1918-07-25,2007-03-22
Antoine de Bourgogne,1421-11-09,1504-05-05
Ronan Finn,1987-12-21,None
Ermesinde of Carcassonne,2020-11-08,1058-03-01
Fred Thurier,1916-01-11,1999-11-20
Glyn Jones,1959-03-29,None
Zachariah,2067-11-09,0126-11-09
Zuzana Babiaková,1978-04-21,None
Tengku Djan Ley,1976-12-30,None
Norm Pope,1908-11-08,1985-04-07
Harlington Shereni,1975-07-06,None
Louis Silvers,1889-09-06,1954-03-26
Jo Wilfried Tsonga,1985-04-17,None
Peter Wirnsberger,1958-09-13,None
Nina Petrovna Valetova,1958-11-19,None
Murat Başesgioğlu,1955-03-01,None
Janet Adair,1892-11-09,1938-11-24
Jesse Sprinkle,1976-06-22,None
Dele Aiyenugba,1983-11-20,None
Raúl Rabadán,1974-01-03,None
Kendel Ehrlich,1961-10-08,None
Raymond Blanco,1935-08-16,None
Patrick Leugueun,1981-02-25,None
J R Bremer,1980-09-19,None
Dorothy Phillips,1889-10-30,1980-03-01
Reg Kerr,1957-10-16,None
Willie Best,1916-05-27,1962-02-27
Leopoldo Panero,1909-10-17,1962-08-27
Paul McCloskey,1979-08-03,None
Adam Lingner,1960-11-02,None
Hamdi Salihi,1984-01-19,None
Bark Seghiri,1978-08-08,None
Michael Blumlein,1948-06-28,2019-10-24
Ferrell Edmunds,1965-04-16,None
Doug Sutherland,1948-08-01,None
Vinny Burns,1965-04-04,None
Doug Sutherland,1937-11-09,None
Dona Oliveira,1960-09-08,2018-12-07
Sir James Graham,1856-07-29,1913-03-08
Watty Keay,1871-01-16,1943-01-16
Peter Noble,1944-08-19,2017-05-06
Frank Saul,1924-02-16,2019-11-07
Theodore Case,1888-12-12,1944-05-13
Kazuki Ganaha,1980-09-26,None
Graham Manou,1979-04-23,None
Shanan Stewart,1982-06-21,None
Arturo Puga,1879-11-09,None
Heidi Lenhart,1974-08-22,None
Gabriele Pauli,1957-06-26,None
Cy Bentley,1850-11-23,1873-02-26
Manuel Koll,1987-09-14,None
Hal Wissel,1939-02-08,None
Boris Martinec,1988-11-27,None
Tomas Janecko,1986-12-24,None
Przemyslaw Domanski,1986-06-27,None
Joanna Sulej Mateusz Chruściński,1987-11-29,None
George W. Maher,1864-12-25,1926-09-12
Andrei Lutai,1986-07-24,None
Subramaniam Badrinath,1980-08-30,None
Moris Pfeifhofer,1988-10-18,None
Igor Macypura,1985-04-10,None
Georgi Kenchadze is a Bulgaria n figure skater of Georgians Georgian descent He is the 2006 2007 Bulgarian national silver medalist and the 2005 national bronze medalist He is a two time competitor at the World Junior Figure Skating Championships World Junior Championships His twin brother Leri Kenchadze has competed in pair skating isu name id,1986-08-16,None
Sergei Kotov,1985-04-06,None
Ishara Amerasinghe,1978-03-05,None
Adel Tankova Evgeni Krasnopolski,1988-10-04,None
Katherine Ann Dettwyler,1955-02-03,None
Zoltán Kelemen,1986-07-31,None
Mahela Udawatte,1986-07-19,None
Kazuki Akane,1962-03-24,None
Jenny Wilson,1975-10-20,None
Alexei Korzukhin,1835-03-11,1894-10-18
Tsunejirō Ishii,1887-11-18,1951-01-16
Remo Palmier,1923-03-29,2002-02-02
Travis Boak,1988-08-01,None
Alfredo Ormando,1958-12-15,1998-01-23
Gerald Marks,1900-10-13,1997-01-27
Roger Leach,1948-04-22,None
Christoph Sahner,1963-09-23,None
Ralf Haber,1962-08-18,None
Jim Channon,1939-09-10,2017-09-10
P Vasu,1955-09-15,None
Graham Wilkins,1955-06-28,None
Radmilo Mihajlović,1964-11-19,None
Louis Lagueux,1793-11-20,1832-06-15
Leszek Wodzyński,1946-02-16,1999-09-18
Mirosław Wodzyński,1951-07-13,None
Michael Schäfer,1959-01-25,None
Henryk Wieczorek,1949-12-14,None
Mirosław Bulzacki,1951-10-23,None
Rafał Murawski,1981-10-09,None
Zygmunt Maszczyk,1945-05-03,None
Zdzisław Kapka,1954-12-07,None
František Junek,1907-01-17,1970-03-19
Rudolf Krčil,1906-03-05,1981-04-03
Edin Bahtić,1956-05-01,None
Erich Srbek,1908-06-04,1973-02-24
Matanya Abramson,1920-11-09,2004-11-09
František Šterc,1912-01-27,1978-10-31
Rich Olive,1949-12-02,2016-06-20
Dennis Peron,1945-04-08,2018-01-27
Greer Robson Kirk,1971-10-16,None
František Svoboda,1906-08-05,1948-07-06
Bill Heckroth,1949-09-02,None
Antonín Vodička,1907-03-01,1975-08-09
Vojtěch Bradáč,1913-10-06,1947-03-30
André Brantjes,1958-11-29,None
Rod Thomas,1947-01-11,None
Marianne Saliba,1960-04-16,None
Mike Venezia,1945-05-05,1988-10-13
Russell Winter,1975-12-09,None
Václav Horák,1912-09-27,2000-11-15
James A. Finnegan,1906-12-20,1958-03-26
Augustine Herman,1621-11-09,1686-09-09
Ladislav Šimůnek,1916-10-04,1969-12-07
Heinrich Meibom (doctor),1638-06-29,1700-03-26
Otto Hemele,1926-01-22,2001-06-03
Anton Krásnohorský,1925-10-22,1988-07-25
Galina Brezhneva Галина Брежнева,1929-04-18,1998-06-30
Anton Moravčík,1931-06-03,1996-12-12
Clare Taylor,1965-05-22,None
Simon Jonathon Baldry,1976-02-12,None
Milomir Odović Oda,1955-03-26,None
Amanda Green,1963-12-29,None
Andrea De Falco,1986-06-19,None
Brian Chrøis,1959-11-12,None
John Mickel,1971-01-28,None
Justin Rice,2020-11-01,None
Mirko Grabovac,1971-09-19,None
Funmilayo Ransome Kuti,1900-10-25,1978-04-13
Egmar Gonçalves,1970-08-15,None
Thulani Ngcepe,1990-01-19,None
Abdelhadi Laakkad,1978-04-27,None
Youssef Bey Karam,1823-05-15,1889-04-07
Peres de Oliveira,1974-11-07,None
Brian Whitman,1972-08-17,None
Sanjugo Naoki,1891-02-12,1934-02-24
Haris Škoro,1962-09-02,None
Ben Claxton,1980-07-30,None
Youssef Howayek,1883-11-09,1962-11-09
Gary Twigg,1984-03-19,None
Rashad Moore,1979-03-16,None
Edward Ferrero,1831-01-18,1899-12-11
Andrew Pinnock,1980-03-12,None
David Hendricks Bergey,1860-12-27,1937-09-05
Rebecca Judd,1983-01-27,None
"John Davis (Medal of Honor, 1881)",1854-11-09,None
Peter O'Leary (Laois footballer),1985-11-09,None
Ger Spillane,1981-03-03,None
Pádraig McMahon,1984-07-14,None
"John Johnson (Medal of Honor, 1839)",1839-11-09,None
Kenny Rankin,1940-02-10,2009-06-07
Gidugu Venkata Ramamurthy,1863-08-29,1940-01-22
Andrew Gilchrist,1910-04-19,1993-03-06
Mamadou Seck,1979-08-23,None
James Trow,1826-12-16,1892-09-10
Fernando Belluschi,1983-09-10,None
William Johnson (Medal of Honor),1855-11-09,None
Norm Berketa,1963-08-23,None
Joyce Chen,1917-09-14,1994-08-23
Andreas Anagnostakis,1826-11-09,1897-03-27
Stacy Tutt,1982-08-08,None
"John Smith (Medal of Honor, born 1854)",1854-11-09,None
Marcus Wilkins,1980-01-02,None
John Busing,1983-09-01,None
Alphonse Girandy,1868-01-21,1941-04-03
Hendrik Zwaardemaker,1857-05-10,1930-09-19
Robbie Magasiva,1972-05-21,None
Ahmard Hall,1979-11-13,None
Niall Donoher,1986-03-10,None
Sean Conover,1984-07-31,None
Dick Culler,1915-01-15,1964-06-16
Sara Baras,1971-04-25,None
Chancy R Lamb,1816-01-04,1897-07-12
Ahmed Amar,1951-06-22,None
Leopold I,1767-12-02,1802-11-05
Jim Thomson,1971-05-15,None
Kathrin Freudelsperger,1987-02-08,None
Catherine Anne Hubback,1818-11-09,1877-02-25
Denise Koegl,1988-08-03,None
Billy Sheehan (Gaelic footballer),1993-12-18,None
Oumar Kondé,1979-08-19,None
Vincent Starrett,1886-10-26,1974-01-05
David Catchings Dickson,1818-02-25,1880-06-05
Tamar Katz,1989-09-26,None
Todd Graham,1964-12-05,None
Randy Owen,1949-12-13,None
Ksenia Doronina,1990-10-20,None
Ksenia Jastsenjski,1982-09-02,None
Sonja Mugosa,1989-04-12,None
Chad Mustard,1977-10-08,None
Jovana Nikolic,1989-04-27,None
Ruta Gajauskaite,1989-01-22,None
Derrick Ross,1983-12-29,None
Pablo Mouche,1987-10-11,None
Michael Bragg,1981-12-31,None
Lenny Walls,1979-09-26,None
Shoista Mullojonova,1925-09-03,2010-06-26
ReShard Lee,1980-10-12,None
James Adkisson,1980-01-11,None
Leo Grozavu,1967-08-19,None
Lautaro Acosta,1988-03-14,None
Charles Henry Judd,1842-11-09,1919-10-23
U L Rip Gooch,1923-09-13,None
Les Taylor,1956-12-04,None
Alexander McKinstry,1822-03-07,1879-10-09
Drew Gilpin Faust,1947-09-18,None
Eric Sherbrooke Walker,1887-07-04,1976-05-13
Henry Bromell,1947-09-19,2013-03-18
Jeff Berding,1967-02-08,None
Hubie McDonough,1963-07-08,None
Casper Henningsen,1985-07-06,None
Anis Boujelbene,1978-02-06,None
Anfilogino Guarisi,1905-12-06,1974-06-08
Reuben Patrick Boise,1819-06-09,1907-04-10
Stanley McNail,1918-11-09,1995-11-09
Arthur Napoleão dos Santos,1843-03-06,1925-05-12
Michel Grandjean,1931-04-12,2010-12-11
Cam Newton (safety),1982-05-19,None
Vinny Ciurciu,1980-05-02,None
Krishna Kanta Handique,1898-07-20,1982-06-07
Brandon Jamison,1981-07-31,None
Dave Dunmore,1934-02-18,None
Jamal Brooks,1976-11-09,None
Dwayne Blakley,1979-08-10,None
Mirza Davud Huseynov,1894-03-09,1938-03-21
Franciszek Sulik,1908-11-09,None
Tomoe Ohmi,1982-10-13,None
Iain Fraser,1969-08-10,None
Stew Bowers,1915-02-26,2005-12-14
Macvey Napier,1776-04-11,1847-02-11
Nanguyalai Tarzi,1949-12-27,None
David Joyce,1825-02-26,1904-12-04
Steve Forde,1914-08-29,None
Rob Childress,1968-09-26,None
Chen Jin,1986-01-10,None
Charles Godefroy,1706-07-16,1771-10-24
Heinrich Sahm,1877-09-12,1939-10-03
Henry A. Edmundson,1814-06-14,1890-12-16
Rosemary Harris,1923-02-20,2019-10-14
Joe Bowman,1910-06-17,1990-11-22
MC Ceja,1978-02-15,None
Carl von Voit,1831-10-31,None
Larry Cole,1946-11-15,None
Jean Luc Moudenc,1960-07-19,None
Andrew Smith,1984-06-03,None
The Lord Laird,1944-04-23,2018-07-10
Fred Strickland,1966-08-15,None
Thomas Boyne,1849-11-09,None
Karin Iten,1956-08-11,2010-05-18
Eugene Lockhart,1961-03-07,None
Jerry Tubbs,1935-01-23,2012-06-13
Benjamin Brown (Medal of Honor),1859-11-09,None
Dan Woodley,1967-12-29,None
Belle S Spafford,1895-10-08,1982-02-02
Kellian Whaley,1821-05-06,1876-05-20
Michael Downs,1959-06-09,None
Jim Wiste,1946-02-18,2018-01-02
Ken Rose,1986-05-16,None
John Denny (Medal of Honor),1846-11-09,None
Norman Corbett,1919-06-23,None
John Hamer,1984-09-12,None
Barry Wilkins,1947-02-28,2011-06-26
Curran Oi,1990-10-19,None
Naruki Doi,1980-10-04,None
Jim Wiley,1950-04-28,None
Clinton Greaves,1855-08-12,1906-08-18
Barry Wilcox,1948-04-23,None
Preston Ward,1927-07-24,2013-06-02
Eva Aeppli,1925-05-02,2015-05-04
Lewis Stevenson,1988-01-05,None
George Jordan (Medal of Honor),1847-11-09,None
Ganga Ram Koli,1937-01-05,None
Steve Washburn,1975-04-10,None
Isaiah Mays,1858-02-16,1925-05-02
"George Wright (footballer, born 1930)",1930-03-19,None
Alfred Cheetham,1866-05-06,1918-08-22
Gabe Alvarez,1974-03-06,None
Jane Hirshfield,1953-02-24,None
Stan Love,1949-04-09,None
Zubayr,0594-11-09,None
Arthur J Burks,1898-09-13,1974-05-13
Lillebjørn Nilsen,1950-12-21,None
Donald Knight (figure skater),1947-06-08,None
Eugene Guth,1905-08-21,1990-07-05
Pretty Shield,1856-11-09,1944-11-09
Lisa See,1955-02-18,None
Bernhard von Gudden,1824-06-07,1886-06-13
Tessa Ludwick,1988-10-05,None
William C. Harrop,1929-02-19,None
Staci Flood,1974-12-10,None
William Andreas Brown,1930-09-07,1930-09-07
Walworth Barbour,1908-06-04,1982-07-21
Edward B Lawson,1895-09-26,1962-11-19
Terri Seymour,1972-01-27,None
William McBryar,1861-02-14,1941-03-08
Emily Wu,1958-06-03,None
Thomas Shaw (Medal of Honor),1846-11-09,None
Mike Hominuck,1981-05-04,None
Matt Murphy (American football tackle),1980-02-23,None
Emanuel Stance,1843-11-09,None
Edwin D. Hill,1937-08-11,2018-12-01
Adam Bysouth,1979-01-04,None
Augustus Walley,1856-03-10,1938-04-09
Desmond Ferguson,1977-07-22,None
Moses Williams (Medal of Honor),1845-10-10,1899-08-23
Li Kwan ha,1937-07-03,2017-01-23
Scarlett Strallen,1982-07-03,None
Constance,1078-11-09,None
Sigbert Josef Maria Ganser,1853-01-24,1931-01-04
Brent Woods,1855-11-09,None
Bayang Barrios,1968-06-12,None
Prince Aloys,1869-06-17,1955-03-16
Andrew Jackson Bettwy,1894-09-24,1950-10-29
Stephen H Urquhart,1965-06-20,None
John Carne Bidwill,1815-02-05,1853-03-16
Amaury Telemaco,1974-01-19,None
David Litvack,1972-04-25,None
Juan Agosto,1958-02-23,None
Margaret Dayton,1949-05-17,None
Mohammed Nasim,1948-04-02,2020-06-13
Gene Guarilia,1937-09-13,2016-11-20
Mobulu M Futi,1981-08-28,None
Sam Trimble,1934-08-16,2019-07-29
Patrice Maurel,1978-10-16,None
Marcus Hatten,1980-12-13,None
Kent Tritle,1960-08-26,None
Pompey Factor,1849-11-09,1928-03-29
Mirosław Kochalski,1965-10-13,None
Justin M Salter,1984-08-06,None
Isaac Payne,1854-11-09,None
John Ward (Medal of Honor),1848-11-09,1911-03-24
Jessica Almenäs,1975-11-16,None
Adam Paine,1843-11-09,None
Holger Petersen,1949-11-23,None
Krys Barch,1980-03-26,None
T Hee,1911-03-26,1988-10-30
Constantin Daicoviciu,1898-03-01,1973-05-27
Maksymilian Siła Nowicki,1826-10-09,1890-10-30
Ron Ward,1944-09-12,None
Dirk Jan De Pree,1891-07-31,1990-12-10
Charles W Misner,1932-06-13,None
Richard Boston,1938-12-29,2006-12-22
George Musgrove,1854-01-21,1916-01-21
George Locke,1870-03-29,1937-01-28
Jack Keane,1943-02-01,None
Gao Heng,0570-11-09,None
Peter Emmerich,1973-11-05,None
Charles R Sanderson,1887-11-09,None
Gertrude Sanford Legendre,1902-03-29,2000-03-08
Janet Ackland,1938-12-19,None
Wayne Simmons (American football),1969-12-15,2002-08-23
Edward M. Lewis,1872-12-25,1936-03-23
Demetrius DuBose,1971-03-23,1999-07-24
Matthew Henry Halton,1904-09-07,1956-12-03
Shannon Esra,1984-02-01,None
Tarik Hodžić,1951-12-01,None
Martin Smith,1974-11-13,None
Ted Hantak,1962-03-07,None
Simon Trevitt,1967-12-20,None
Ray McKinnon,1970-08-05,None
Jon Dyson,1971-12-18,None
Hajrudin Saračević,1949-03-26,None
